molregno,chembl_id,chirality,molecule_type,canonical_smiles,alogp,molecular_species,action_type
80209,CHEMBL908,2,Small molecule,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,5.19,BASE,ANTAGONIST
675053,CHEMBL1201102,2,Small molecule,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,5.26,BASE,ANTAGONIST
1926823,CHEMBL3544974,0,Small molecule,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,4.26,NEUTRAL,ANTAGONIST
155006,CHEMBL1112,2,Small molecule,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,4.86,NEUTRAL,PARTIAL AGONIST
1379630,CHEMBL2107360,0,Small molecule,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,9.11,BASE,ANTAGONIST
13949,CHEMBL14376,2,Small molecule,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,4.83,NEUTRAL,ANTAGONIST
675003,CHEMBL1201052,0,Small molecule,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,4.9,NEUTRAL,ANTAGONIST
674891,CHEMBL1200940,2,Small molecule,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,2,BASE,ANTAGONIST
674370,CHEMBL1200419,0,Small molecule,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,1.96,NEUTRAL,ANTAGONIST
468656,CHEMBL1621,0,Small molecule,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,3.08,BASE,ANTAGONIST
209829,CHEMBL1201,2,Small molecule,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.47,NEUTRAL,ANTAGONIST
2197695,CHEMBL3989824,2,Small molecule,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,3.47,NEUTRAL,ANTAGONIST
16584,CHEMBL570,2,Small molecule,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,5.26,BASE,ANTAGONIST
674899,CHEMBL1200948,0,Small molecule,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,4.12,BASE,ANTAGONIST
1376065,CHEMBL2103795,2,Small molecule,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],4.71,ACID,ANTAGONIST
109797,CHEMBL995,2,Small molecule,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1.[K+],4.27,ACID,ANTAGONIST
421066,CHEMBL1513,2,Small molecule,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.78,ACID,ANTAGONIST
139045,CHEMBL1069,1,Small molecule,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,4.16,ACID,ANTAGONIST
674643,CHEMBL1200692,2,Small molecule,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4.17,ACID,ANTAGONIST
116349,CHEMBL1014,0,Small molecule,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,6.32,ACID,ANTAGONIST
674938,CHEMBL1200987,2,Small molecule,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,4.74,ACID,ANTAGONIST
116949,CHEMBL1017,2,Small molecule,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,7.26,ACID,ANTAGONIST
674794,CHEMBL1200843,1,Small molecule,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,1.92,NEUTRAL,PARTIAL AGONIST
2197429,CHEMBL3989558,1,Small molecule,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,1.94,NEUTRAL,ANTAGONIST
421089,CHEMBL1515,2,Small molecule,Cn1cc[nH]c1=S,1.08,NEUTRAL,INHIBITOR
421208,CHEMBL1518,2,Small molecule,CCCc1cc(=O)[nH]c(=S)[nH]1,1.38,NEUTRAL,INHIBITOR
674699,CHEMBL1200748,1,Small molecule,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,-0.05,ACID,INHIBITOR
675684,CHEMBL1201733,2,Small molecule,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,3.14,NEUTRAL,INHIBITOR
450864,CHEMBL1567,2,Small molecule,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,3.33,BASE,INHIBITOR
33307,CHEMBL24778,1,Small molecule,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,3.07,BASE,ANTAGONIST
674995,CHEMBL1201044,2,Small molecule,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,2.29,NEUTRAL,ANTAGONIST
674646,CHEMBL1200695,0,Small molecule,CC(N)C(O)c1ccccc1.Cl,1.07,BASE,AGONIST
611647,CHEMBL1079742,2,Small molecule,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,3.41,NEUTRAL,INHIBITOR
88232,CHEMBL939,2,Small molecule,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,NEUTRAL,INHIBITOR
675130,CHEMBL1201179,2,Small molecule,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,6.14,NEUTRAL,INHIBITOR
112655,CHEMBL1009,1,Small molecule,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0.05,ZWITTERION,AGONIST
80209,CHEMBL908,2,Small molecule,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,5.19,BASE,ANTAGONIST
84644,CHEMBL928,2,Small molecule,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],1.74,NEUTRAL,ANTAGONIST
4941,CHEMBL64,2,Small molecule,NNC(=O)c1ccncc1,-0.31,NEUTRAL,INHIBITOR
374005,CHEMBL1441,2,Small molecule,CCc1cc(C(N)=S)ccn1,1.28,NEUTRAL,INHIBITOR
33679,CHEMBL710,1,Small molecule,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,3.81,NEUTRAL,INHIBITOR
9217,CHEMBL93,0,Small molecule,CC(c1cc2ccccc2s1)N(O)C(N)=O,2.73,NEUTRAL,INHIBITOR
674711,CHEMBL1200760,2,Small molecule,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],2.71,ACID,INHIBITOR
986494,CHEMBL1562610,2,Small molecule,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],4.74,ACID,INHIBITOR
33202,CHEMBL704,2,Small molecule,Nc1ccc(O)c(C(=O)O)c1,0.67,ACID,INHIBITOR
674964,CHEMBL1201013,2,Small molecule,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],2.91,ACID,INHIBITOR
1223,CHEMBL421,2,Small molecule,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,3.7,ACID,INHIBITOR
674857,CHEMBL1200906,0,Small molecule,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],3.48,NEUTRAL,ANTAGONIST
674298,CHEMBL1200347,2,Small molecule,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],4.11,NEUTRAL,ANTAGONIST
1449190,CHEMBL2218917,0,Small molecule,CC1OC2(CS1)CN1CCC2CC1.Cl.O,1.56,BASE,AGONIST
674831,CHEMBL1200880,2,Small molecule,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,4.36,,ANTAGONIST
230999,CHEMBL1240,2,Small molecule,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],4.73,NEUTRAL,ANTAGONIST
554127,CHEMBL1724,0,Small molecule,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],2.7,NEUTRAL,ANTAGONIST
453573,CHEMBL1578,1,Small molecule,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],3.52,,ANTAGONIST
150389,CHEMBL1092,0,Small molecule,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4.33,BASE,ANTAGONIST
674779,CHEMBL1200828,0,Small molecule,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,3.94,BASE,ANTAGONIST
674986,CHEMBL1201035,1,Small molecule,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,3.96,BASE,ANTAGONIST
1049461,CHEMBL1626570,0,Small molecule,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,2.85,NEUTRAL,ANTAGONIST
675018,CHEMBL1201067,1,Small molecule,CC(O)C(=O)O.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,3.96,BASE,ANTAGONIST
674430,CHEMBL1200479,2,Small molecule,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,4.4,BASE,ANTAGONIST
674722,CHEMBL1200771,0,Small molecule,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],4.72,NEUTRAL,ANTAGONIST
1418097,CHEMBL2146146,0,Small molecule,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,1.93,BASE,ANTAGONIST
583519,CHEMBL1761,0,Small molecule,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,3.94,BASE,ANTAGONIST
445395,CHEMBL517712,0,Small molecule,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,1.93,BASE,ANTAGONIST
426067,CHEMBL1529,2,Small molecule,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,4.19,BASE,ANTAGONIST
579689,CHEMBL569713,1,Small molecule,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0.92,NEUTRAL,ANTAGONIST
674377,CHEMBL1200426,0,Small molecule,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,5.02,BASE,ANTAGONIST
674921,CHEMBL1200970,0,Small molecule,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,5.02,BASE,ANTAGONIST
674901,CHEMBL1200950,0,Small molecule,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],2.7,NEUTRAL,ANTAGONIST
778083,CHEMBL1354199,1,Small molecule,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.[Br-],1.06,NEUTRAL,ANTAGONIST
674334,CHEMBL1200383,1,Small molecule,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,4.42,BASE,ANTAGONIST
674978,CHEMBL1201027,0,Small molecule,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],2.46,NEUTRAL,ANTAGONIST
674842,CHEMBL1200891,0,Small molecule,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,2.73,BASE,ANTAGONIST
675691,CHEMBL1201740,2,Small molecule,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,6.36,NEUTRAL,INHIBITOR
361469,CHEMBL1421,2,Small molecule,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.31,NEUTRAL,INHIBITOR
62111,CHEMBL288441,2,Small molecule,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,5.19,NEUTRAL,INHIBITOR
1277553,CHEMBL1946170,2,Small molecule,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,5.69,NEUTRAL,INHIBITOR
485100,CHEMBL1642,2,Small molecule,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.59,NEUTRAL,INHIBITOR
2197562,CHEMBL3989691,2,Small molecule,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,4.56,ACID,AGONIST
11305,CHEMBL98,2,Small molecule,O=C(CCCCCCC(=O)Nc1ccccc1)NO,2.47,NEUTRAL,INHIBITOR
1279,CHEMBL24,0,Small molecule,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.45,BASE,ANTAGONIST
674788,CHEMBL1200837,1,Small molecule,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,2.39,BASE,ANTAGONIST
674764,CHEMBL1200813,0,Small molecule,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,2.37,BASE,ANTAGONIST
675066,CHEMBL1201115,0,Small molecule,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,1.53,BASE,ANTAGONIST
674696,CHEMBL1200745,0,Small molecule,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,1.99,BASE,ANTAGONIST
896873,CHEMBL1472989,0,Small molecule,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O,2.37,BASE,ANTAGONIST
675128,CHEMBL1201177,1,Small molecule,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,2.33,BASE,ANTAGONIST
8543,CHEMBL500,0,Small molecule,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.91,BASE,PARTIAL AGONIST
674898,CHEMBL1200947,0,Small molecule,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,2.27,BASE,ANTAGONIST
674369,CHEMBL1200418,0,Small molecule,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,2.96,BASE,AGONIST
444077,CHEMBL1557,2,Small molecule,Cl.NCCc1ccc(O)c(O)c1,0.6,BASE,AGONIST
27570,CHEMBL649,0,Small molecule,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0.63,BASE,ANTAGONIST
505776,CHEMBL1671,0,Small molecule,CC(C)NCC(O)COc1cccc2ccccc12.Cl,2.58,BASE,ANTAGONIST
1538559,CHEMBL2361370,1,Small molecule,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,3.47,BASE,ANTAGONIST
546564,CHEMBL1700,0,Small molecule,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,1.09,BASE,ANTAGONIST
2197437,CHEMBL3989566,0,Small molecule,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)/C=C/C(=O)O,1.61,BASE,ANTAGONIST
543228,CHEMBL1691,0,Small molecule,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,2.39,BASE,ANTAGONIST
674821,CHEMBL1200870,1,Small molecule,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,0.5,BASE,ANTAGONIST
1533286,CHEMBL2356097,0,Small molecule,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,1.61,BASE,ANTAGONIST
1355926,CHEMBL2062335,0,Small molecule,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,1.61,BASE,ANTAGONIST
675682,CHEMBL1201731,0,Small molecule,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,2.36,BASE,ANTAGONIST
675014,CHEMBL1201063,0,Small molecule,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,3.24,BASE,ANTAGONIST
8531,CHEMBL499,1,Small molecule,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0.5,BASE,ANTAGONIST
2197380,CHEMBL3989509,0,Small molecule,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O,3.88,BASE,MODULATOR
2197381,CHEMBL3989510,0,Small molecule,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl,3.88,BASE,MODULATOR
705811,CHEMBL1256818,1,Small molecule,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,3.38,BASE,AGONIST
127755,CHEMBL1046,2,Small molecule,NCCCCCC(=O)O,0.59,ZWITTERION,INHIBITOR
139281,CHEMBL1072,2,Small molecule,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3.04,ACID,INHIBITOR
2654,CHEMBL456,2,Small molecule,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.61,ACID,INHIBITOR
180329,CHEMBL1148,2,Small molecule,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,2.53,ACID,INHIBITOR
2046,CHEMBL35,2,Small molecule,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1.89,ACID,INHIBITOR
674438,CHEMBL1200487,2,Small molecule,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],3.61,ACID,INHIBITOR
619,CHEMBL406,0,Small molecule,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.08,NEUTRAL,INHIBITOR
73548,CHEMBL878,0,Small molecule,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,2.71,NEUTRAL,INHIBITOR
92458,CHEMBL61593,0,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1.23,NEUTRAL,INHIBITOR
674990,CHEMBL1201039,2,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,2.24,ACID,INHIBITOR
62615,CHEMBL842,2,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.06,ACID,INHIBITOR
674567,CHEMBL1200616,2,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],-0.06,ACID,INHIBITOR
428791,CHEMBL1532,0,Small molecule,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.88,NEUTRAL,INHIBITOR
453564,CHEMBL1577,0,Small molecule,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.6,NEUTRAL,INHIBITOR
2045,CHEMBL435,2,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.35,NEUTRAL,INHIBITOR
515239,CHEMBL1684,0,Small molecule,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.63,NEUTRAL,INHIBITOR
583522,CHEMBL1763,2,Small molecule,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.01,NEUTRAL,INHIBITOR
134100,CHEMBL1054,0,Small molecule,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.82,NEUTRAL,INHIBITOR
134333,CHEMBL1055,0,Small molecule,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.92,NEUTRAL,INHIBITOR
453832,CHEMBL1587,0,Small molecule,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.66,NEUTRAL,INHIBITOR
1629652,CHEMBL3140361,1,Small molecule,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,-0.29,BASE,INHIBITOR
674727,CHEMBL1200776,1,Small molecule,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,6.14,BASE,POSITIVE ALLOSTERIC MODULATOR
8130,CHEMBL495,1,Small molecule,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,3.48,ACID,AGONIST
596044,CHEMBL1770,1,Small molecule,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,2.15,NEUTRAL,AGONIST
364859,CHEMBL181,2,Small molecule,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.87,NEUTRAL,OPENER
675059,CHEMBL1201108,2,Small molecule,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2.Cl,6.51,NEUTRAL,ANTAGONIST
1510461,CHEMBL2311030,-1,Small molecule,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O,,,AGONIST
196215,CHEMBL1185,1,Small molecule,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1.92,BASE,AGONIST
674954,CHEMBL1201003,1,Small molecule,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,3.82,NEUTRAL,AGONIST
1410635,CHEMBL2138684,1,Small molecule,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,1.34,BASE,AGONIST
674472,CHEMBL1200521,2,Small molecule,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,2.2,BASE,AGONIST
674552,CHEMBL1200601,2,Small molecule,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,2.07,BASE,AGONIST
674983,CHEMBL1201032,2,Small molecule,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,1.91,BASE,AGONIST
27111,CHEMBL128,2,Small molecule,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.32,BASE,AGONIST
675101,CHEMBL1201150,2,Small molecule,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,1.32,BASE,AGONIST
1543375,CHEMBL2368924,1,Small molecule,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,2.52,NEUTRAL,ANTAGONIST
3183,CHEMBL46,0,Small molecule,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.13,NEUTRAL,ANTAGONIST
699431,CHEMBL1237080,1,Small molecule,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,2.32,BASE,ANTAGONIST
54547,CHEMBL289469,1,Small molecule,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,2.32,BASE,ANTAGONIST
551486,CHEMBL1720,1,Small molecule,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,2.66,NEUTRAL,ANTAGONIST
1675783,CHEMBL3186492,0,Small molecule,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,3.13,NEUTRAL,ANTAGONIST
674836,CHEMBL1200885,2,Small molecule,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,2.41,NEUTRAL,ANTAGONIST
674891,CHEMBL1200940,2,Small molecule,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,2,BASE,ANTAGONIST
675133,CHEMBL1201182,1,Small molecule,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,INHIBITOR
923,CHEMBL413,1,Small molecule,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.18,NEUTRAL,INHIBITOR
1248731,CHEMBL1908360,1,Small molecule,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.2,NEUTRAL,INHIBITOR
